defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,Year,Month,Month_Name,Quarter,Week,Day_of_Week,Severity_Rank,Cost_Range,Is_Critical,Cumulative_Cost_per_Product
410,5,Cosmetic,2024-03-13,Surface,Moderate,Visual Inspection,636.39,2024,3,March,Q1,11,Wednesday,2,$501-750,0,2638.87
411,86,Functional,2024-02-28,Component,Minor,Visual Inspection,957.36,2024,2,February,Q1,9,Wednesday,1,$751-1000,0,3169.27
412,97,Functional,2024-02-02,Internal,Minor,Automated Testing,66.98,2024,2,February,Q1,5,Friday,1,$0-250,0,2211.44
413,20,Structural,2024-04-05,Internal,Minor,Visual Inspection,608.64,2024,4,April,Q2,14,Friday,1,$501-750,0,1864.03
414,36,Structural,2024-02-04,Component,Moderate,Automated Testing,75.93,2024,2,February,Q1,5,Sunday,2,$0-250,0,2814.71
415,7,Structural,2024-06-12,Component,Critical,Automated Testing,477.58,2024,6,June,Q2,24,Wednesday,3,$251-500,1,2456.81
416,53,Cosmetic,2024-05-17,Component,Moderate,Automated Testing,252.11,2024,5,May,Q2,20,Friday,2,$251-500,0,1617.88
417,37,Cosmetic,2024-04-16,Component,Critical,Visual Inspection,987.71,2024,4,April,Q2,16,Tuesday,3,$751-1000,1,2161.09
418,81,Functional,2024-03-23,Internal,Moderate,Manual Testing,464.04,2024,3,March,Q1,12,Saturday,2,$251-500,0,3207.79
419,61,Functional,2024-02-13,Component,Minor,Visual Inspection,694.29,2024,2,February,Q1,7,Tuesday,1,$501-750,0,3568.1099999999997
420,56,Structural,2024-04-20,Surface,Critical,Automated Testing,829.49,2024,4,April,Q2,16,Saturday,3,$751-1000,1,4646.22
421,79,Functional,2024-01-09,Internal,Minor,Visual Inspection,466.04,2024,1,January,Q1,2,Tuesday,1,$251-500,0,3644.6
422,12,Functional,2024-04-11,Internal,Moderate,Manual Testing,101.05,2024,4,April,Q2,15,Thursday,2,$0-250,0,944.3199999999999
423,66,Cosmetic,2024-01-04,Internal,Critical,Automated Testing,748.29,2024,1,January,Q1,1,Thursday,3,$501-750,1,1421.32
424,27,Structural,2024-03-27,Component,Moderate,Visual Inspection,438.54,2024,3,March,Q1,13,Wednesday,2,$251-500,0,2751.4
425,88,Functional,2024-02-25,Component,Moderate,Visual Inspection,834.57,2024,2,February,Q1,8,Sunday,2,$751-1000,0,1918.98
426,62,Functional,2024-05-23,Internal,Critical,Manual Testing,655.02,2024,5,May,Q2,21,Thursday,3,$501-750,1,963.39
427,10,Structural,2024-03-22,Surface,Critical,Manual Testing,342.61,2024,3,March,Q1,12,Friday,3,$251-500,1,5039.74
428,61,Structural,2024-03-26,Internal,Critical,Visual Inspection,539.5,2024,3,March,Q1,13,Tuesday,3,$501-750,1,4107.61
429,15,Functional,2024-06-19,Component,Moderate,Visual Inspection,487.41,2024,6,June,Q2,25,Wednesday,2,$251-500,0,2196.84
430,72,Structural,2024-06-27,Surface,Minor,Automated Testing,212.86,2024,6,June,Q2,26,Thursday,1,$0-250,0,3171.27
431,77,Functional,2024-05-13,Surface,Critical,Visual Inspection,873.59,2024,5,May,Q2,20,Monday,3,$751-1000,1,2480.74
432,56,Cosmetic,2024-02-25,Surface,Moderate,Automated Testing,389.21,2024,2,February,Q1,8,Sunday,2,$251-500,0,5035.43
433,18,Cosmetic,2024-05-03,Component,Minor,Automated Testing,34.48,2024,5,May,Q2,18,Friday,1,$0-250,0,521.74
434,42,Functional,2024-05-12,Surface,Minor,Manual Testing,235.97,2024,5,May,Q2,19,Sunday,1,$0-250,0,1349.05
435,41,Structural,2024-04-08,Surface,Moderate,Visual Inspection,575.15,2024,4,April,Q2,15,Monday,2,$501-750,0,2292.8599999999997
436,44,Structural,2024-06-18,Surface,Minor,Visual Inspection,182.54,2024,6,June,Q2,25,Tuesday,1,$0-250,0,2214.23
437,82,Cosmetic,2024-05-06,Component,Minor,Automated Testing,752.8,2024,5,May,Q2,19,Monday,1,$751-1000,0,1881.61
438,39,Functional,2024-01-12,Component,Critical,Visual Inspection,214.33,2024,1,January,Q1,2,Friday,3,$0-250,1,3213.1
439,63,Functional,2024-03-13,Surface,Moderate,Visual Inspection,716.26,2024,3,March,Q1,11,Wednesday,2,$501-750,0,3210.5299999999997
440,78,Structural,2024-03-03,Surface,Critical,Visual Inspection,608.46,2024,3,March,Q1,9,Sunday,3,$501-750,1,1854.96
441,92,Structural,2024-06-18,Internal,Moderate,Automated Testing,255.47,2024,6,June,Q2,25,Tuesday,2,$251-500,0,3052.08
442,92,Structural,2024-02-06,Component,Minor,Manual Testing,914.32,2024,2,February,Q1,6,Tuesday,1,$751-1000,0,3966.4
443,16,Cosmetic,2024-06-25,Internal,Critical,Automated Testing,519.15,2024,6,June,Q2,26,Tuesday,3,$501-750,1,1337.69
444,63,Functional,2024-02-08,Internal,Moderate,Manual Testing,816.09,2024,2,February,Q1,6,Thursday,2,$751-1000,0,4026.62
445,65,Functional,2024-03-23,Component,Minor,Manual Testing,481.11,2024,3,March,Q1,12,Saturday,1,$251-500,0,2517.56
446,60,Cosmetic,2024-01-20,Component,Moderate,Automated Testing,780.05,2024,1,January,Q1,3,Saturday,2,$751-1000,0,2514.93
447,58,Structural,2024-01-09,Internal,Minor,Automated Testing,750.51,2024,1,January,Q1,2,Tuesday,1,$751-1000,0,2756.95
448,69,Functional,2024-05-10,Component,Moderate,Manual Testing,908.59,2024,5,May,Q2,19,Friday,2,$751-1000,0,5172.22
449,7,Functional,2024-03-10,Component,Moderate,Visual Inspection,705.47,2024,3,March,Q1,10,Sunday,2,$501-750,0,3162.2799999999997
450,80,Functional,2024-04-23,Internal,Minor,Automated Testing,406.28,2024,4,April,Q2,17,Tuesday,1,$251-500,0,1902.33
451,55,Functional,2024-01-02,Internal,Critical,Manual Testing,295.41,2024,1,January,Q1,1,Tuesday,3,$251-500,1,295.41
452,6,Structural,2024-03-04,Internal,Critical,Visual Inspection,903.36,2024,3,March,Q1,10,Monday,3,$751-1000,1,5152.11
453,86,Structural,2024-05-17,Component,Moderate,Manual Testing,803.65,2024,5,May,Q2,20,Friday,2,$751-1000,0,3972.92
454,70,Functional,2024-03-30,Component,Moderate,Automated Testing,359.69,2024,3,March,Q1,13,Saturday,2,$251-500,0,1968.61
455,50,Structural,2024-03-30,Component,Moderate,Manual Testing,699.69,2024,3,March,Q1,13,Saturday,2,$501-750,0,1155.29
456,20,Structural,2024-04-05,Surface,Critical,Manual Testing,281.81,2024,4,April,Q2,14,Friday,3,$251-500,1,2145.84
457,63,Structural,2024-04-11,Surface,Minor,Automated Testing,896.04,2024,4,April,Q2,15,Thursday,1,$751-1000,0,4922.66
458,66,Functional,2024-04-23,Internal,Moderate,Visual Inspection,587.69,2024,4,April,Q2,17,Tuesday,2,$501-750,0,2009.01
459,64,Functional,2024-02-26,Component,Moderate,Automated Testing,623.52,2024,2,February,Q1,9,Monday,2,$501-750,0,3568.25
460,66,Structural,2024-06-11,Component,Minor,Visual Inspection,668.05,2024,6,June,Q2,24,Tuesday,1,$501-750,0,2677.06
461,95,Functional,2024-03-02,Internal,Minor,Visual Inspection,571.02,2024,3,March,Q1,9,Saturday,1,$501-750,0,2439.41
462,56,Structural,2024-02-18,Internal,Minor,Manual Testing,918.39,2024,2,February,Q1,7,Sunday,1,$751-1000,0,5953.82
463,75,Functional,2024-03-15,Surface,Minor,Automated Testing,669.62,2024,3,March,Q1,11,Friday,1,$501-750,0,4020.02
464,81,Functional,2024-01-27,Component,Moderate,Visual Inspection,581.01,2024,1,January,Q1,4,Saturday,2,$501-750,0,3788.8
465,39,Structural,2024-05-20,Internal,Minor,Manual Testing,899.45,2024,5,May,Q2,21,Monday,1,$751-1000,0,4112.55
466,57,Cosmetic,2024-01-05,Surface,Critical,Visual Inspection,764.59,2024,1,January,Q1,1,Friday,3,$751-1000,1,1562.75
467,83,Cosmetic,2024-02-28,Internal,Moderate,Automated Testing,150.16,2024,2,February,Q1,9,Wednesday,2,$0-250,0,2131.14
468,98,Functional,2024-03-26,Internal,Minor,Visual Inspection,791.72,2024,3,March,Q1,13,Tuesday,1,$751-1000,0,2208.0299999999997
469,90,Functional,2024-04-28,Surface,Moderate,Manual Testing,15.1,2024,4,April,Q2,17,Sunday,2,$0-250,0,392.96000000000004
470,76,Structural,2024-02-22,Component,Minor,Visual Inspection,466.92,2024,2,February,Q1,8,Thursday,1,$251-500,0,2474.82
471,89,Cosmetic,2024-03-24,Internal,Minor,Manual Testing,833.02,2024,3,March,Q1,12,Sunday,1,$751-1000,0,1413.76
472,43,Functional,2024-03-24,Internal,Critical,Visual Inspection,907.98,2024,3,March,Q1,12,Sunday,3,$751-1000,1,2613.7799999999997
473,38,Structural,2024-02-25,Internal,Minor,Manual Testing,652.85,2024,2,February,Q1,8,Sunday,1,$501-750,0,1879.7800000000002
474,62,Cosmetic,2024-02-04,Component,Moderate,Automated Testing,618.88,2024,2,February,Q1,5,Sunday,2,$501-750,0,1582.27
475,97,Cosmetic,2024-03-16,Surface,Moderate,Manual Testing,140.36,2024,3,March,Q1,11,Saturday,2,$0-250,0,2351.8
476,86,Cosmetic,2024-02-01,Internal,Critical,Visual Inspection,683.68,2024,2,February,Q1,5,Thursday,3,$501-750,1,4656.599999999999
477,38,Functional,2024-02-23,Component,Critical,Visual Inspection,613.47,2024,2,February,Q1,8,Friday,3,$501-750,1,2493.25
478,58,Functional,2024-01-18,Surface,Moderate,Visual Inspection,895.11,2024,1,January,Q1,3,Thursday,2,$751-1000,0,3652.06
479,32,Cosmetic,2024-06-07,Component,Critical,Visual Inspection,515.94,2024,6,June,Q2,23,Friday,3,$501-750,1,1442.3000000000002
480,78,Functional,2024-01-07,Internal,Minor,Automated Testing,293.09,2024,1,January,Q1,1,Sunday,1,$251-500,0,2148.05
481,66,Cosmetic,2024-06-02,Surface,Critical,Automated Testing,689.42,2024,6,June,Q2,22,Sunday,3,$501-750,1,3366.48
482,68,Structural,2024-06-16,Surface,Critical,Visual Inspection,148.53,2024,6,June,Q2,24,Sunday,3,$0-250,1,2967.04
483,10,Structural,2024-02-17,Component,Moderate,Visual Inspection,933.3,2024,2,February,Q1,7,Saturday,2,$751-1000,0,5973.04
484,77,Cosmetic,2024-02-10,Internal,Minor,Manual Testing,336.75,2024,2,February,Q1,6,Saturday,1,$251-500,0,2817.49
485,50,Structural,2024-02-29,Surface,Minor,Manual Testing,223.73,2024,2,February,Q1,9,Thursday,1,$0-250,0,1379.02
486,97,Cosmetic,2024-03-29,Internal,Critical,Automated Testing,236.47,2024,3,March,Q1,13,Friday,3,$0-250,1,2588.27
487,26,Cosmetic,2024-03-13,Internal,Critical,Manual Testing,647.11,2024,3,March,Q1,11,Wednesday,3,$501-750,1,2374.27
488,51,Cosmetic,2024-04-04,Surface,Minor,Automated Testing,268.57,2024,4,April,Q2,14,Thursday,1,$251-500,0,3410.79
489,57,Cosmetic,2024-05-10,Internal,Minor,Visual Inspection,405.89,2024,5,May,Q2,19,Friday,1,$251-500,0,1968.6399999999999
490,12,Functional,2024-03-11,Internal,Minor,Manual Testing,643.98,2024,3,March,Q1,11,Monday,1,$501-750,0,1588.3
491,90,Functional,2024-02-19,Internal,Critical,Manual Testing,183.11,2024,2,February,Q1,8,Monday,3,$0-250,1,576.07
492,79,Functional,2024-04-21,Component,Moderate,Visual Inspection,878.64,2024,4,April,Q2,16,Sunday,2,$751-1000,0,4523.24
493,58,Functional,2024-06-09,Component,Critical,Manual Testing,702.09,2024,6,June,Q2,23,Sunday,3,$501-750,1,4354.15
494,31,Structural,2024-03-01,Internal,Critical,Visual Inspection,823.59,2024,3,March,Q1,9,Friday,3,$751-1000,1,3773.8
495,49,Structural,2024-01-28,Surface,Moderate,Automated Testing,294.56,2024,1,January,Q1,4,Sunday,2,$251-500,0,3057.06
496,6,Functional,2024-01-16,Internal,Critical,Visual Inspection,533.14,2024,1,January,Q1,3,Tuesday,3,$501-750,1,5685.25
497,49,Functional,2024-03-28,Component,Critical,Visual Inspection,975.5,2024,3,March,Q1,13,Thursday,3,$751-1000,1,4032.56
498,87,Cosmetic,2024-06-17,Internal,Moderate,Visual Inspection,707.21,2024,6,June,Q2,25,Monday,2,$501-750,0,3927.39
499,60,Cosmetic,2024-04-01,Surface,Moderate,Visual Inspection,775.91,2024,4,April,Q2,14,Monday,2,$751-1000,0,3290.8399999999997
500,100,Functional,2024-04-19,Surface,Moderate,Manual Testing,617.36,2024,4,April,Q2,16,Friday,2,$501-750,0,2154.81
501,46,Structural,2024-01-13,Surface,Minor,Visual Inspection,922.52,2024,1,January,Q1,2,Saturday,1,$751-1000,0,2069.89
502,62,Structural,2024-04-26,Surface,Minor,Automated Testing,81.91,2024,4,April,Q2,17,Friday,1,$0-250,0,1664.18
503,91,Cosmetic,2024-06-13,Surface,Critical,Manual Testing,40.19,2024,6,June,Q2,24,Thursday,3,$0-250,1,1225.31
504,74,Cosmetic,2024-05-26,Internal,Moderate,Manual Testing,943.79,2024,5,May,Q2,21,Sunday,2,$751-1000,0,6392.9800000000005
505,92,Structural,2024-04-11,Surface,Minor,Visual Inspection,411.9,2024,4,April,Q2,15,Thursday,1,$251-500,0,4378.3
506,66,Structural,2024-05-05,Internal,Critical,Visual Inspection,759.53,2024,5,May,Q2,18,Sunday,3,$751-1000,1,4126.01
507,81,Cosmetic,2024-01-15,Component,Critical,Manual Testing,368.11,2024,1,January,Q1,3,Monday,3,$251-500,1,4156.91
508,41,Functional,2024-04-04,Surface,Moderate,Visual Inspection,27.9,2024,4,April,Q2,14,Thursday,2,$0-250,0,2320.7599999999998
509,91,Structural,2024-04-21,Internal,Critical,Automated Testing,670.09,2024,4,April,Q2,16,Sunday,3,$501-750,1,1895.4
510,35,Functional,2024-05-24,Internal,Critical,Automated Testing,790.76,2024,5,May,Q2,21,Friday,3,$751-1000,1,3087.5
511,12,Cosmetic,2024-06-20,Internal,Moderate,Manual Testing,769.88,2024,6,June,Q2,25,Thursday,2,$751-1000,0,2358.18
512,77,Cosmetic,2024-05-06,Internal,Critical,Automated Testing,262.6,2024,5,May,Q2,19,Monday,3,$251-500,1,3080.09
513,11,Cosmetic,2024-03-23,Surface,Moderate,Visual Inspection,520.44,2024,3,March,Q1,12,Saturday,2,$501-750,0,2416.24
514,93,Structural,2024-05-19,Component,Minor,Visual Inspection,624.75,2024,5,May,Q2,20,Sunday,1,$501-750,0,1665.23
515,3,Structural,2024-03-22,Internal,Moderate,Manual Testing,496.27,2024,3,March,Q1,12,Friday,2,$251-500,0,1483.46
516,43,Functional,2024-06-20,Component,Moderate,Automated Testing,368.54,2024,6,June,Q2,25,Thursday,2,$251-500,0,2982.32
517,88,Cosmetic,2024-06-12,Internal,Moderate,Manual Testing,942.94,2024,6,June,Q2,24,Wednesday,2,$751-1000,0,2861.92
518,4,Cosmetic,2024-03-28,Internal,Critical,Automated Testing,449.63,2024,3,March,Q1,13,Thursday,3,$251-500,1,2433.8199999999997
519,96,Functional,2024-06-18,Internal,Critical,Manual Testing,117.82,2024,6,June,Q2,25,Tuesday,3,$0-250,1,2289.82
520,75,Functional,2024-05-12,Internal,Critical,Visual Inspection,300.05,2024,5,May,Q2,19,Sunday,3,$251-500,1,4320.07
521,86,Structural,2024-01-07,Surface,Critical,Visual Inspection,975.1,2024,1,January,Q1,1,Sunday,3,$751-1000,1,5631.7
522,70,Structural,2024-01-13,Surface,Critical,Manual Testing,74.36,2024,1,January,Q1,2,Saturday,3,$0-250,1,2042.97
523,6,Functional,2024-01-08,Component,Moderate,Automated Testing,924.05,2024,1,January,Q1,2,Monday,2,$751-1000,0,6609.3
524,14,Cosmetic,2024-02-10,Surface,Minor,Visual Inspection,132.39,2024,2,February,Q1,6,Saturday,1,$0-250,0,3879.24
525,77,Functional,2024-02-24,Surface,Critical,Manual Testing,893.77,2024,2,February,Q1,8,Saturday,3,$751-1000,1,3973.86
526,65,Structural,2024-02-10,Surface,Minor,Manual Testing,142.64,2024,2,February,Q1,6,Saturday,1,$0-250,0,2660.2
527,70,Structural,2024-04-19,Component,Minor,Manual Testing,368.94,2024,4,April,Q2,16,Friday,1,$251-500,0,2411.91
528,8,Functional,2024-06-10,Internal,Minor,Automated Testing,997.03,2024,6,June,Q2,24,Monday,1,$751-1000,0,3424.55
529,54,Structural,2024-01-02,Surface,Minor,Manual Testing,496.1,2024,1,January,Q1,1,Tuesday,1,$251-500,0,2015.04
530,98,Functional,2024-02-02,Surface,Critical,Automated Testing,798.12,2024,2,February,Q1,5,Friday,3,$751-1000,1,3006.15
531,82,Cosmetic,2024-02-08,Internal,Critical,Visual Inspection,572.74,2024,2,February,Q1,6,Thursday,3,$501-750,1,2454.35
532,6,Structural,2024-02-10,Surface,Critical,Manual Testing,53.77,2024,2,February,Q1,6,Saturday,3,$0-250,1,6663.07
533,49,Cosmetic,2024-04-03,Surface,Minor,Visual Inspection,369.83,2024,4,April,Q2,14,Wednesday,1,$251-500,0,4402.39
534,14,Cosmetic,2024-04-11,Surface,Minor,Visual Inspection,398.17,2024,4,April,Q2,15,Thursday,1,$251-500,0,4277.41
535,88,Structural,2024-03-21,Internal,Critical,Automated Testing,825.57,2024,3,March,Q1,12,Thursday,3,$751-1000,1,3687.4900000000002
536,8,Functional,2024-05-13,Internal,Critical,Automated Testing,201.88,2024,5,May,Q2,20,Monday,3,$0-250,1,3626.43
537,91,Cosmetic,2024-06-13,Component,Critical,Visual Inspection,47.47,2024,6,June,Q2,24,Thursday,3,$0-250,1,1942.87
538,1,Structural,2024-05-11,Component,Moderate,Automated Testing,856.33,2024,5,May,Q2,19,Saturday,2,$751-1000,0,2929.98
539,15,Cosmetic,2024-05-12,Internal,Moderate,Manual Testing,497.65,2024,5,May,Q2,19,Sunday,2,$251-500,0,2694.49
540,20,Cosmetic,2024-02-14,Internal,Minor,Manual Testing,908.53,2024,2,February,Q1,7,Wednesday,1,$751-1000,0,3054.37
541,16,Cosmetic,2024-04-29,Component,Critical,Manual Testing,371.88,2024,4,April,Q2,18,Monday,3,$251-500,1,1709.57
542,49,Functional,2024-06-25,Surface,Moderate,Manual Testing,960.15,2024,6,June,Q2,26,Tuesday,2,$751-1000,0,5362.54
543,76,Structural,2024-03-18,Component,Minor,Visual Inspection,73.55,2024,3,March,Q1,12,Monday,1,$0-250,0,2548.37
544,56,Cosmetic,2024-01-12,Component,Minor,Automated Testing,615.43,2024,1,January,Q1,2,Friday,1,$501-750,0,6569.25
545,21,Structural,2024-06-17,Component,Minor,Visual Inspection,619.02,2024,6,June,Q2,25,Monday,1,$501-750,0,2228.92
546,17,Functional,2024-01-15,Component,Minor,Manual Testing,677.64,2024,1,January,Q1,3,Monday,1,$501-750,0,5433.4400000000005
547,10,Cosmetic,2024-02-25,Surface,Moderate,Visual Inspection,684.16,2024,2,February,Q1,8,Sunday,2,$501-750,0,6657.2
548,90,Functional,2024-03-26,Internal,Critical,Automated Testing,536.37,2024,3,March,Q1,13,Tuesday,3,$501-750,1,1112.44
549,8,Cosmetic,2024-01-22,Surface,Minor,Visual Inspection,47.22,2024,1,January,Q1,4,Monday,1,$0-250,0,3673.65
550,27,Structural,2024-05-26,Surface,Minor,Automated Testing,704.44,2024,5,May,Q2,21,Sunday,1,$501-750,0,3455.84
551,87,Functional,2024-04-15,Surface,Minor,Automated Testing,512.02,2024,4,April,Q2,16,Monday,1,$501-750,0,4439.41
552,93,Structural,2024-06-04,Component,Minor,Automated Testing,36.04,2024,6,June,Q2,23,Tuesday,1,$0-250,0,1701.27
553,12,Functional,2024-01-10,Surface,Critical,Manual Testing,811.65,2024,1,January,Q1,2,Wednesday,3,$751-1000,1,3169.83
554,30,Functional,2024-01-28,Internal,Critical,Automated Testing,900.37,2024,1,January,Q1,4,Sunday,3,$751-1000,1,4369.53
555,4,Functional,2024-03-06,Component,Minor,Automated Testing,644.51,2024,3,March,Q1,10,Wednesday,1,$501-750,0,3078.33
556,71,Functional,2024-02-11,Surface,Minor,Visual Inspection,355.85,2024,2,February,Q1,6,Sunday,1,$251-500,0,2219.02
557,97,Functional,2024-03-03,Internal,Minor,Manual Testing,945.18,2024,3,March,Q1,9,Sunday,1,$751-1000,0,3533.45
558,12,Structural,2024-04-13,Internal,Minor,Visual Inspection,201.79,2024,4,April,Q2,15,Saturday,1,$0-250,0,3371.62
559,17,Cosmetic,2024-02-26,Internal,Minor,Manual Testing,73.0,2024,2,February,Q1,9,Monday,1,$0-250,0,5506.4400000000005
560,94,Cosmetic,2024-01-09,Surface,Moderate,Manual Testing,769.57,2024,1,January,Q1,2,Tuesday,2,$751-1000,0,898.98
561,45,Functional,2024-03-27,Surface,Moderate,Automated Testing,930.11,2024,3,March,Q1,13,Wednesday,2,$751-1000,0,4960.53
562,72,Cosmetic,2024-01-15,Internal,Moderate,Manual Testing,554.98,2024,1,January,Q1,3,Monday,2,$501-750,0,3726.25
563,56,Functional,2024-02-13,Component,Minor,Automated Testing,826.59,2024,2,February,Q1,7,Tuesday,1,$751-1000,0,7395.84
564,93,Functional,2024-02-18,Surface,Critical,Manual Testing,362.82,2024,2,February,Q1,7,Sunday,3,$251-500,1,2064.09
565,58,Structural,2024-01-15,Surface,Minor,Manual Testing,946.8,2024,1,January,Q1,3,Monday,1,$751-1000,0,5300.95
566,96,Cosmetic,2024-02-17,Internal,Minor,Automated Testing,192.28,2024,2,February,Q1,7,Saturday,1,$0-250,0,2482.1
567,38,Functional,2024-04-04,Internal,Critical,Automated Testing,383.41,2024,4,April,Q2,14,Thursday,3,$251-500,1,2876.6600000000003
568,62,Structural,2024-03-19,Surface,Minor,Automated Testing,132.83,2024,3,March,Q1,12,Tuesday,1,$0-250,0,1797.01
569,97,Functional,2024-05-14,Component,Critical,Automated Testing,904.32,2024,5,May,Q2,20,Tuesday,3,$751-1000,1,4437.77
570,12,Cosmetic,2024-03-22,Internal,Critical,Visual Inspection,944.63,2024,3,March,Q1,12,Friday,3,$751-1000,1,4316.25
571,47,Functional,2024-04-19,Surface,Critical,Manual Testing,524.5,2024,4,April,Q2,16,Friday,3,$501-750,1,4680.23
572,73,Structural,2024-02-17,Internal,Critical,Visual Inspection,976.75,2024,2,February,Q1,7,Saturday,3,$751-1000,1,1934.35
573,46,Cosmetic,2024-02-27,Internal,Critical,Visual Inspection,508.94,2024,2,February,Q1,9,Tuesday,3,$501-750,1,2578.83
574,5,Functional,2024-01-21,Component,Critical,Visual Inspection,565.86,2024,1,January,Q1,3,Sunday,3,$501-750,1,3204.73
575,72,Functional,2024-03-07,Component,Minor,Visual Inspection,151.62,2024,3,March,Q1,10,Thursday,1,$0-250,0,3877.8700000000003
576,99,Structural,2024-04-10,Surface,Critical,Automated Testing,394.88,2024,4,April,Q2,15,Wednesday,3,$251-500,1,3003.54
577,1,Functional,2024-04-21,Surface,Critical,Visual Inspection,404.22,2024,4,April,Q2,16,Sunday,3,$251-500,1,3334.2000000000003
578,26,Structural,2024-06-09,Component,Minor,Visual Inspection,564.82,2024,6,June,Q2,23,Sunday,1,$501-750,0,2939.09
579,100,Structural,2024-04-12,Internal,Minor,Manual Testing,722.21,2024,4,April,Q2,15,Friday,1,$501-750,0,2877.02
580,15,Structural,2024-03-04,Internal,Moderate,Visual Inspection,16.05,2024,3,March,Q1,10,Monday,2,$0-250,0,2710.54
581,9,Functional,2024-06-20,Internal,Moderate,Manual Testing,666.31,2024,6,June,Q2,25,Thursday,2,$501-750,0,3127.21
582,80,Cosmetic,2024-06-08,Component,Moderate,Automated Testing,346.73,2024,6,June,Q2,23,Saturday,2,$251-500,0,2249.06
583,86,Structural,2024-06-29,Internal,Moderate,Automated Testing,138.42,2024,6,June,Q2,26,Saturday,2,$0-250,0,5770.12
584,42,Structural,2024-06-29,Component,Minor,Visual Inspection,663.53,2024,6,June,Q2,26,Saturday,1,$501-750,0,2012.58
585,19,Structural,2024-06-01,Surface,Critical,Automated Testing,150.78,2024,6,June,Q2,22,Saturday,3,$0-250,1,1098.33
586,97,Cosmetic,2024-03-11,Surface,Critical,Automated Testing,503.25,2024,3,March,Q1,11,Monday,3,$501-750,1,4941.02
587,68,Structural,2024-02-03,Surface,Moderate,Manual Testing,576.57,2024,2,February,Q1,5,Saturday,2,$501-750,0,3543.61
588,40,Structural,2024-02-26,Surface,Moderate,Visual Inspection,204.6,2024,2,February,Q1,9,Monday,2,$0-250,0,945.9000000000001
589,8,Structural,2024-03-03,Internal,Moderate,Visual Inspection,410.72,2024,3,March,Q1,9,Sunday,2,$251-500,0,4084.37
590,90,Structural,2024-02-17,Component,Minor,Manual Testing,50.38,2024,2,February,Q1,7,Saturday,1,$0-250,0,1162.8200000000002
591,90,Functional,2024-02-09,Surface,Moderate,Manual Testing,400.31,2024,2,February,Q1,6,Friday,2,$251-500,0,1563.13
592,7,Structural,2024-06-01,Internal,Minor,Automated Testing,301.7,2024,6,June,Q2,22,Saturday,1,$251-500,0,3463.98
593,73,Functional,2024-06-23,Surface,Moderate,Visual Inspection,64.74,2024,6,June,Q2,25,Sunday,2,$0-250,0,1999.09
594,96,Cosmetic,2024-01-14,Surface,Moderate,Automated Testing,485.27,2024,1,January,Q1,2,Sunday,2,$251-500,0,2967.37
595,60,Cosmetic,2024-06-21,Surface,Moderate,Automated Testing,194.44,2024,6,June,Q2,25,Friday,2,$0-250,0,3485.2799999999997
596,74,Structural,2024-06-16,Internal,Moderate,Automated Testing,891.01,2024,6,June,Q2,24,Sunday,2,$751-1000,0,7283.99
597,26,Cosmetic,2024-04-19,Internal,Critical,Automated Testing,267.51,2024,4,April,Q2,16,Friday,3,$251-500,1,3206.6
598,50,Functional,2024-06-08,Component,Critical,Automated Testing,151.43,2024,6,June,Q2,23,Saturday,3,$0-250,1,1530.45
599,36,Functional,2024-04-20,Internal,Critical,Manual Testing,297.76,2024,4,April,Q2,16,Saturday,3,$251-500,1,3112.47
600,46,Cosmetic,2024-04-21,Component,Critical,Manual Testing,663.35,2024,4,April,Q2,16,Sunday,3,$501-750,1,3242.1800000000003
601,46,Structural,2024-04-24,Internal,Moderate,Visual Inspection,927.75,2024,4,April,Q2,17,Wednesday,2,$751-1000,0,4169.93
602,74,Cosmetic,2024-02-10,Surface,Moderate,Visual Inspection,283.6,2024,2,February,Q1,6,Saturday,2,$251-500,0,7567.59
603,45,Structural,2024-03-21,Surface,Moderate,Manual Testing,919.65,2024,3,March,Q1,12,Thursday,2,$751-1000,0,5880.18
604,100,Functional,2024-03-25,Surface,Critical,Visual Inspection,302.29,2024,3,March,Q1,13,Monday,3,$251-500,1,3179.31
605,63,Functional,2024-05-27,Surface,Moderate,Automated Testing,309.53,2024,5,May,Q2,22,Monday,2,$251-500,0,5232.19
606,63,Structural,2024-04-13,Surface,Minor,Manual Testing,478.6,2024,4,April,Q2,15,Saturday,1,$251-500,0,5710.79
607,75,Cosmetic,2024-05-30,Component,Minor,Visual Inspection,419.58,2024,5,May,Q2,22,Thursday,1,$251-500,0,4739.65
608,5,Cosmetic,2024-03-25,Surface,Minor,Automated Testing,685.3,2024,3,March,Q1,13,Monday,1,$501-750,0,3890.0299999999997
609,5,Structural,2024-05-06,Internal,Critical,Visual Inspection,390.64,2024,5,May,Q2,19,Monday,3,$251-500,1,4280.67
610,81,Cosmetic,2024-05-12,Internal,Minor,Manual Testing,837.9,2024,5,May,Q2,19,Sunday,1,$751-1000,0,4994.81
611,80,Functional,2024-01-20,Internal,Minor,Manual Testing,67.82,2024,1,January,Q1,3,Saturday,1,$0-250,0,2316.88
612,56,Structural,2024-04-13,Internal,Minor,Manual Testing,21.12,2024,4,April,Q2,15,Saturday,1,$0-250,0,7416.96
613,68,Structural,2024-01-08,Surface,Moderate,Visual Inspection,700.72,2024,1,January,Q1,2,Monday,2,$501-750,0,4244.33
